db traj id : 2
frame,reward,score,terminal, action
189,0, 0, False, 11
190,0, 0, False, 11
191,0, 0, False, 11
192,0, 0, False, 11
193,0, 0, False, 11
194,0, 0, False, 0
195,0, 0, False, 0
196,0, 0, False, 0
197,0, 0, False, 0
198,0, 0, False, 0
199,0, 0, False, 0
200,0, 0, False, 0
201,0, 0, False, 0
202,0, 0, False, 0
203,0, 0, False, 0
204,0, 0, False, 0
205,0, 0, False, 0
206,0, 0, False, 0
207,0, 0, False, 0
208,0, 0, False, 0
209,0, 0, False, 0
210,0, 0, False, 0
211,0, 0, False, 0
212,0, 0, False, 0
213,0, 0, False, 0
214,0, 0, False, 0
215,5, 5, False, 0
216,0, 5, False, 0
217,0, 5, False, 0
218,0, 5, False, 0
219,0, 5, False, 0
220,0, 5, False, 0
221,0, 5, False, 0
222,0, 5, False, 0
223,0, 5, False, 0
224,0, 5, False, 0
225,0, 5, False, 0
226,0, 5, False, 0
227,0, 5, False, 0
228,0, 5, False, 0
229,0, 5, False, 0
230,0, 5, False, 0
231,0, 5, False, 0
232,0, 5, False, 0
233,0, 5, False, 0
234,0, 5, False, 0
235,0, 5, False, 0
236,0, 5, False, 0
237,0, 5, False, 0
238,0, 5, False, 0
239,0, 5, False, 0
240,0, 5, False, 0
241,0, 5, False, 0
242,0, 5, False, 0
243,0, 5, False, 0
244,0, 5, False, 0
245,0, 5, False, 0
246,0, 5, False, 0
247,0, 5, False, 0
248,0, 5, False, 0
249,0, 5, False, 0
250,0, 5, False, 0
251,0, 5, False, 0
252,0, 5, False, 0
253,0, 5, False, 0
254,0, 5, False, 11
255,0, 5, False, 11
256,0, 5, False, 11
257,0, 5, False, 11
258,0, 5, False, 11
259,0, 5, False, 11
260,0, 5, False, 11
261,0, 5, False, 11
262,0, 5, False, 11
263,0, 5, False, 0
264,0, 5, False, 0
265,0, 5, False, 0
266,0, 5, False, 0
267,0, 5, False, 0
268,0, 5, False, 0
269,0, 5, False, 0
270,0, 5, False, 0
271,0, 5, False, 0
272,0, 5, False, 0
273,0, 5, False, 0
274,0, 5, False, 0
275,0, 5, False, 0
276,0, 5, False, 0
277,0, 5, False, 0
278,0, 5, False, 0
279,0, 5, False, 0
280,0, 5, False, 0
281,0, 5, False, 0
282,0, 5, False, 0
283,0, 5, False, 0
284,0, 5, False, 0
285,0, 5, False, 0
286,0, 5, False, 0
287,10, 15, False, 0
288,0, 15, False, 0
289,0, 15, False, 0
290,0, 15, False, 0
291,0, 15, False, 0
292,0, 15, False, 0
293,0, 15, False, 0
294,0, 15, False, 0
295,0, 15, False, 0
296,0, 15, False, 0
297,0, 15, False, 0
298,0, 15, False, 0
299,0, 15, False, 0
300,0, 15, False, 0
301,0, 15, False, 0
302,0, 15, False, 1
303,0, 15, False, 1
304,0, 15, False, 1
305,0, 15, False, 1
306,0, 15, False, 1
307,0, 15, False, 1
308,0, 15, False, 1
309,0, 15, False, 1
310,0, 15, False, 1
311,0, 15, False, 0
312,0, 15, False, 0
313,0, 15, False, 0
314,0, 15, False, 0
315,0, 15, False, 0
316,0, 15, False, 0
317,0, 15, False, 0
318,0, 15, False, 0
319,0, 15, False, 0
320,0, 15, False, 0
321,0, 15, False, 0
322,0, 15, False, 0
323,0, 15, False, 0
324,0, 15, False, 0
325,0, 15, False, 0
326,0, 15, False, 0
327,0, 15, False, 0
328,0, 15, False, 0
329,0, 15, False, 0
330,0, 15, False, 0
331,0, 15, False, 0
332,0, 15, False, 0
333,0, 15, False, 0
334,0, 15, False, 0
335,0, 15, False, 0
336,0, 15, False, 0
337,0, 15, False, 0
338,0, 15, False, 0
339,0, 15, False, 0
340,0, 15, False, 0
341,0, 15, False, 0
342,0, 15, False, 0
343,0, 15, False, 0
344,0, 15, False, 0
345,0, 15, False, 0
346,0, 15, False, 0
347,0, 15, False, 0
348,0, 15, False, 0
349,0, 15, False, 0
350,0, 15, False, 0
351,0, 15, False, 0
352,0, 15, False, 0
353,0, 15, False, 0
354,0, 15, False, 0
355,0, 15, False, 0
356,0, 15, False, 0
357,20, 35, False, 0
358,0, 35, False, 0
359,0, 35, False, 0
360,0, 35, False, 0
361,0, 35, False, 0
362,0, 35, False, 0
363,0, 35, False, 0
364,0, 35, False, 0
365,0, 35, False, 0
366,0, 35, False, 0
367,0, 35, False, 0
368,0, 35, False, 0
369,0, 35, False, 0
370,0, 35, False, 1
371,0, 35, False, 1
372,0, 35, False, 1
373,0, 35, False, 1
374,0, 35, False, 1
375,0, 35, False, 1
376,0, 35, False, 1
377,0, 35, False, 1
378,0, 35, False, 1
379,0, 35, False, 1
380,0, 35, False, 1
381,0, 35, False, 1
382,0, 35, False, 1
383,0, 35, False, 1
384,0, 35, False, 1
385,0, 35, False, 1
386,0, 35, False, 1
387,0, 35, False, 1
388,0, 35, False, 3
389,0, 35, False, 3
390,0, 35, False, 3
391,0, 35, False, 3
392,0, 35, False, 3
393,0, 35, False, 3
394,0, 35, False, 3
395,0, 35, False, 3
396,0, 35, False, 3
397,0, 35, False, 3
398,0, 35, False, 3
399,0, 35, False, 3
400,0, 35, False, 3
401,0, 35, False, 3
402,0, 35, False, 3
403,0, 35, False, 3
404,0, 35, False, 3
405,0, 35, False, 3
406,0, 35, False, 3
407,0, 35, False, 3
408,0, 35, False, 3
409,0, 35, False, 3
410,0, 35, False, 3
411,0, 35, False, 3
412,0, 35, False, 3
413,15, 50, False, 3
414,0, 50, False, 3
415,0, 50, False, 3
416,0, 50, False, 3
417,0, 50, False, 3
418,0, 50, False, 3
419,0, 50, False, 3
420,0, 50, False, 3
421,0, 50, False, 3
422,0, 50, False, 3
423,0, 50, False, 3
424,0, 50, False, 3
425,0, 50, False, 3
426,0, 50, False, 3
427,0, 50, False, 1
428,0, 50, False, 1
429,0, 50, False, 1
430,0, 50, False, 1
431,0, 50, False, 1
432,0, 50, False, 1
433,0, 50, False, 1
434,0, 50, False, 0
435,0, 50, False, 0
436,0, 50, False, 0
437,0, 50, False, 0
438,0, 50, False, 0
439,0, 50, False, 0
440,0, 50, False, 0
441,0, 50, False, 0
442,0, 50, False, 0
443,0, 50, False, 0
444,0, 50, False, 0
445,0, 50, False, 0
446,0, 50, False, 0
447,0, 50, False, 0
448,0, 50, False, 0
449,0, 50, False, 0
450,0, 50, False, 0
451,0, 50, False, 0
452,0, 50, False, 0
453,5, 55, False, 0
454,0, 55, False, 0
455,0, 55, False, 0
456,0, 55, False, 0
457,0, 55, False, 0
458,0, 55, False, 0
459,0, 55, False, 0
460,0, 55, False, 0
461,0, 55, False, 0
462,0, 55, False, 0
463,0, 55, False, 0
464,0, 55, False, 0
465,0, 55, False, 0
466,0, 55, False, 0
467,0, 55, False, 0
468,0, 55, False, 0
469,0, 55, False, 0
470,0, 55, False, 0
471,0, 55, False, 0
472,0, 55, False, 3
473,0, 55, False, 3
474,0, 55, False, 3
475,0, 55, False, 3
476,0, 55, False, 3
477,0, 55, False, 3
478,0, 55, False, 3
479,0, 55, False, 3
480,0, 55, False, 3
481,0, 55, False, 3
482,0, 55, False, 3
483,0, 55, False, 3
484,0, 55, False, 3
485,0, 55, False, 3
486,0, 55, False, 3
487,0, 55, False, 3
488,0, 55, False, 3
489,0, 55, False, 3
490,0, 55, False, 3
491,0, 55, False, 3
492,0, 55, False, 3
493,0, 55, False, 3
494,0, 55, False, 3
495,0, 55, False, 3
496,0, 55, False, 3
497,0, 55, False, 3
498,0, 55, False, 3
499,0, 55, False, 3
500,0, 55, False, 3
501,0, 55, False, 3
502,0, 55, False, 3
503,0, 55, False, 3
504,0, 55, False, 3
505,0, 55, False, 3
506,0, 55, False, 3
507,0, 55, False, 3
508,0, 55, False, 3
509,0, 55, False, 3
510,0, 55, False, 3
511,0, 55, False, 3
512,0, 55, False, 3
513,0, 55, False, 3
514,0, 55, False, 11
515,0, 55, False, 11
516,0, 55, False, 11
517,0, 55, False, 11
518,0, 55, False, 11
519,0, 55, False, 11
520,0, 55, False, 11
521,0, 55, False, 11
522,0, 55, False, 0
523,0, 55, False, 0
524,0, 55, False, 0
525,0, 55, False, 0
526,0, 55, False, 0
527,0, 55, False, 0
528,0, 55, False, 0
529,0, 55, False, 0
530,0, 55, False, 0
531,0, 55, False, 0
532,0, 55, False, 0
533,0, 55, False, 0
534,0, 55, False, 0
535,0, 55, False, 0
536,0, 55, False, 0
537,0, 55, False, 0
538,0, 55, False, 0
539,0, 55, False, 0
540,0, 55, False, 0
541,0, 55, False, 0
542,0, 55, False, 0
543,0, 55, False, 0
544,0, 55, False, 0
545,0, 55, False, 0
546,0, 55, False, 0
547,0, 55, False, 0
548,0, 55, False, 0
549,0, 55, False, 0
550,0, 55, False, 0
551,0, 55, False, 0
552,0, 55, False, 0
553,0, 55, False, 0
554,0, 55, False, 0
555,0, 55, False, 0
556,0, 55, False, 0
557,0, 55, False, 0
558,0, 55, False, 0
559,0, 55, False, 0
560,0, 55, False, 0
561,0, 55, False, 0
562,0, 55, False, 0
563,0, 55, False, 0
564,0, 55, False, 0
565,0, 55, False, 0
566,0, 55, False, 0
567,0, 55, False, 0
568,0, 55, False, 0
569,0, 55, False, 0
570,0, 55, False, 0
571,0, 55, False, 0
572,0, 55, False, 0
573,0, 55, False, 0
574,0, 55, False, 0
575,0, 55, False, 0
576,0, 55, False, 0
577,0, 55, False, 0
578,0, 55, False, 0
579,0, 55, False, 0
580,0, 55, False, 0
581,0, 55, False, 0
582,0, 55, False, 0
583,0, 55, False, 0
584,0, 55, False, 0
585,0, 55, False, 0
586,0, 55, False, 0
587,0, 55, False, 0
588,0, 55, False, 0
589,0, 55, False, 0
590,0, 55, False, 0
591,0, 55, False, 0
592,0, 55, False, 0
593,0, 55, False, 0
594,0, 55, False, 0
595,0, 55, False, 0
596,0, 55, False, 0
597,0, 55, False, 0
598,0, 55, False, 0
599,0, 55, False, 0
600,0, 55, False, 0
601,0, 55, False, 0
602,0, 55, False, 0
603,0, 55, False, 0
604,0, 55, False, 0
605,0, 55, False, 0
606,0, 55, False, 0
607,0, 55, False, 0
608,0, 55, False, 0
609,0, 55, False, 0
610,0, 55, False, 0
611,0, 55, False, 0
612,0, 55, False, 0
613,0, 55, False, 0
614,0, 55, False, 0
615,0, 55, False, 0
616,0, 55, False, 0
617,0, 55, False, 0
618,0, 55, False, 0
619,0, 55, False, 0
620,0, 55, False, 0
621,0, 55, False, 0
622,0, 55, False, 0
623,0, 55, False, 0
624,0, 55, False, 0
625,0, 55, False, 0
626,0, 55, False, 0
627,0, 55, False, 0
628,0, 55, False, 0
629,0, 55, False, 0
630,0, 55, False, 0
631,0, 55, False, 0
632,0, 55, False, 0
633,0, 55, False, 0
634,0, 55, False, 0
635,0, 55, False, 0
636,0, 55, False, 0
637,0, 55, False, 0
638,0, 55, False, 0
639,0, 55, False, 0
640,0, 55, False, 0
641,0, 55, False, 0
642,0, 55, False, 0
643,0, 55, False, 0
644,0, 55, False, 0
645,0, 55, False, 0
646,0, 55, False, 0
647,0, 55, False, 0
648,0, 55, False, 0
649,0, 55, False, 0
650,0, 55, False, 0
651,0, 55, False, 0
652,0, 55, False, 0
653,0, 55, False, 0
654,0, 55, False, 0
655,0, 55, False, 0
656,0, 55, False, 0
657,0, 55, False, 0
658,0, 55, False, 0
659,0, 55, False, 0
660,0, 55, False, 0
661,0, 55, False, 0
662,0, 55, False, 0
663,0, 55, False, 0
664,0, 55, False, 0
665,0, 55, False, 0
666,0, 55, False, 0
667,0, 55, False, 0
668,0, 55, False, 0
669,0, 55, False, 0
670,0, 55, False, 0
671,0, 55, False, 0
672,0, 55, False, 0
673,0, 55, False, 0
674,0, 55, False, 0
675,0, 55, False, 0
676,0, 55, False, 0
677,0, 55, False, 0
678,0, 55, False, 0
679,0, 55, False, 0
680,0, 55, False, 0
681,0, 55, False, 0
682,0, 55, False, 0
683,0, 55, False, 0
684,0, 55, False, 0
685,0, 55, False, 0
686,0, 55, False, 0
687,0, 55, False, 0
688,0, 55, False, 0
689,0, 55, False, 0
690,0, 55, False, 0
691,0, 55, False, 0
692,0, 55, False, 0
693,0, 55, False, 0
694,0, 55, False, 0
695,0, 55, False, 0
696,0, 55, False, 0
697,0, 55, False, 0
698,0, 55, False, 0
699,0, 55, False, 0
700,0, 55, False, 0
701,0, 55, False, 0
702,0, 55, False, 0
703,0, 55, False, 0
704,0, 55, False, 0
705,0, 55, False, 0
706,0, 55, False, 0
707,0, 55, False, 0
708,0, 55, False, 0
709,0, 55, False, 0
710,0, 55, False, 0
711,0, 55, False, 0
712,0, 55, False, 0
713,0, 55, False, 0
714,0, 55, False, 0
715,0, 55, False, 0
716,0, 55, False, 0
717,0, 55, False, 0
718,0, 55, False, 0
719,0, 55, False, 0
720,0, 55, False, 0
721,0, 55, False, 0
722,0, 55, False, 4
723,0, 55, False, 4
724,0, 55, False, 4
725,0, 55, False, 4
726,0, 55, False, 4
727,0, 55, False, 4
728,0, 55, False, 4
729,0, 55, False, 4
730,0, 55, False, 4
731,0, 55, False, 4
732,0, 55, False, 4
733,0, 55, False, 4
734,0, 55, False, 0
735,0, 55, False, 0
736,0, 55, False, 0
737,0, 55, False, 0
738,0, 55, False, 0
739,0, 55, False, 0
740,0, 55, False, 0
741,0, 55, False, 0
742,0, 55, False, 0
743,0, 55, False, 0
744,0, 55, False, 0
745,0, 55, False, 0
746,0, 55, False, 0
747,0, 55, False, 0
748,0, 55, False, 0
749,0, 55, False, 0
750,0, 55, False, 0
751,0, 55, False, 0
752,0, 55, False, 0
753,0, 55, False, 0
754,0, 55, False, 0
755,0, 55, False, 0
756,0, 55, False, 0
757,0, 55, False, 0
758,0, 55, False, 0
759,0, 55, False, 0
760,0, 55, False, 0
761,0, 55, False, 1
762,0, 55, False, 1
763,0, 55, False, 1
764,0, 55, False, 1
765,0, 55, False, 1
766,0, 55, False, 1
767,0, 55, False, 1
768,0, 55, False, 1
769,0, 55, False, 1
770,0, 55, False, 0
771,0, 55, False, 0
772,0, 55, False, 4
773,0, 55, False, 4
774,0, 55, False, 4
775,0, 55, False, 4
776,0, 55, False, 4
777,0, 55, False, 4
778,0, 55, False, 4
779,0, 55, False, 4
780,0, 55, False, 4
781,0, 55, False, 4
782,0, 55, False, 4
783,0, 55, False, 4
784,0, 55, False, 4
785,0, 55, False, 4
786,0, 55, False, 4
787,0, 55, False, 4
788,0, 55, False, 4
789,0, 55, False, 4
790,0, 55, False, 4
791,0, 55, False, 4
792,0, 55, False, 4
793,0, 55, False, 1
794,0, 55, False, 1
795,0, 55, False, 1
796,0, 55, False, 1
797,0, 55, False, 1
798,0, 55, False, 1
799,0, 55, False, 1
800,0, 55, False, 1
801,0, 55, False, 1
802,0, 55, False, 1
803,0, 55, False, 1
804,0, 55, False, 1
805,0, 55, False, 1
806,0, 55, False, 1
807,0, 55, False, 1
808,0, 55, False, 1
809,0, 55, False, 1
810,0, 55, False, 1
811,0, 55, False, 1
812,0, 55, False, 1
813,0, 55, False, 1
814,0, 55, False, 1
815,0, 55, False, 1
816,0, 55, False, 1
817,0, 55, False, 1
818,0, 55, False, 1
819,0, 55, False, 1
820,0, 55, False, 1
821,0, 55, False, 1
822,0, 55, False, 1
823,0, 55, False, 1
824,0, 55, False, 1
825,0, 55, False, 1
826,0, 55, False, 1
827,10, 65, False, 1
828,0, 65, False, 1
829,0, 65, False, 1
830,0, 65, False, 1
831,0, 65, False, 1
832,0, 65, False, 1
833,0, 65, False, 11
834,0, 65, False, 11
835,0, 65, False, 11
836,0, 65, False, 11
837,0, 65, False, 11
838,0, 65, False, 11
839,0, 65, False, 11
840,0, 65, False, 11
841,0, 65, False, 11
842,0, 65, False, 0
843,0, 65, False, 0
844,0, 65, False, 0
845,0, 65, False, 0
846,0, 65, False, 0
847,0, 65, False, 0
848,0, 65, False, 0
849,0, 65, False, 0
850,0, 65, False, 0
851,0, 65, False, 0
852,0, 65, False, 0
853,0, 65, False, 0
854,0, 65, False, 0
855,0, 65, False, 0
856,0, 65, False, 0
857,0, 65, False, 0
858,0, 65, False, 0
859,0, 65, False, 0
860,0, 65, False, 0
861,0, 65, False, 0
862,0, 65, False, 0
863,0, 65, False, 0
864,0, 65, False, 0
865,0, 65, False, 0
866,0, 65, False, 0
867,0, 65, False, 0
868,0, 65, False, 0
869,0, 65, False, 0
870,0, 65, False, 0
871,0, 65, False, 0
872,0, 65, False, 0
873,15, 80, False, 0
874,0, 80, False, 0
875,0, 80, False, 0
876,0, 80, False, 0
877,0, 80, False, 0
878,0, 80, False, 0
879,0, 80, False, 0
880,0, 80, False, 0
881,0, 80, False, 0
882,0, 80, False, 0
883,0, 80, False, 0
884,0, 80, False, 0
885,0, 80, False, 0
886,0, 80, False, 0
887,0, 80, False, 0
888,0, 80, False, 0
889,0, 80, False, 0
890,0, 80, False, 0
891,0, 80, False, 0
892,0, 80, False, 0
893,0, 80, False, 0
894,0, 80, False, 0
895,0, 80, False, 0
896,0, 80, False, 0
897,0, 80, False, 0
898,0, 80, False, 0
899,0, 80, False, 0
900,0, 80, False, 0
901,0, 80, False, 0
902,0, 80, False, 0
903,0, 80, False, 0
904,0, 80, False, 0
905,0, 80, False, 0
906,0, 80, False, 0
907,0, 80, False, 0
908,0, 80, False, 0
909,0, 80, False, 0
910,0, 80, False, 0
911,0, 80, False, 0
912,0, 80, False, 0
913,0, 80, False, 0
914,0, 80, False, 0
915,0, 80, False, 0
916,0, 80, False, 0
917,0, 80, False, 0
918,0, 80, False, 0
919,0, 80, False, 0
920,0, 80, False, 0
921,0, 80, False, 0
922,0, 80, False, 0
923,0, 80, False, 0
924,0, 80, False, 0
925,0, 80, False, 0
926,0, 80, False, 0
927,0, 80, False, 0
928,0, 80, False, 0
929,0, 80, False, 0
930,0, 80, False, 0
931,0, 80, False, 0
932,0, 80, False, 0
933,0, 80, False, 0
934,0, 80, False, 0
935,0, 80, False, 0
936,0, 80, False, 0
937,0, 80, False, 0
938,0, 80, False, 0
939,0, 80, False, 0
940,0, 80, False, 0
941,0, 80, False, 0
942,0, 80, False, 0
943,0, 80, False, 0
944,0, 80, False, 0
945,0, 80, False, 0
946,0, 80, False, 0
947,0, 80, False, 0
948,0, 80, False, 0
949,0, 80, False, 0
950,0, 80, False, 0
951,0, 80, False, 0
952,0, 80, False, 0
953,0, 80, False, 0
954,0, 80, False, 0
955,0, 80, False, 0
956,0, 80, False, 0
957,0, 80, False, 0
958,0, 80, False, 0
959,0, 80, False, 0
960,0, 80, False, 0
961,0, 80, False, 0
962,0, 80, False, 0
963,0, 80, False, 0
964,0, 80, False, 0
965,0, 80, False, 0
966,0, 80, False, 0
967,0, 80, False, 0
968,0, 80, False, 0
969,0, 80, False, 0
970,0, 80, False, 0
971,0, 80, False, 0
972,0, 80, False, 0
973,0, 80, False, 0
974,0, 80, False, 0
975,0, 80, False, 0
976,0, 80, False, 0
977,0, 80, False, 0
978,0, 80, False, 0
979,0, 80, False, 0
980,0, 80, False, 0
981,0, 80, False, 0
982,0, 80, False, 0
983,0, 80, False, 0
984,0, 80, False, 0
985,0, 80, False, 4
986,0, 80, False, 4
987,0, 80, False, 4
988,0, 80, False, 4
989,0, 80, False, 4
990,0, 80, False, 4
991,0, 80, False, 4
992,0, 80, False, 4
993,0, 80, False, 4
994,0, 80, False, 4
995,0, 80, False, 4
996,0, 80, False, 4
997,0, 80, False, 0
998,0, 80, False, 0
999,0, 80, False, 0
1000,0, 80, False, 0
1001,0, 80, False, 0
1002,0, 80, False, 0
1003,0, 80, False, 0
1004,0, 80, False, 0
1005,0, 80, False, 0
1006,0, 80, False, 0
1007,0, 80, False, 0
1008,0, 80, False, 0
1009,0, 80, False, 0
1010,0, 80, False, 0
1011,0, 80, False, 0
1012,0, 80, False, 0
1013,0, 80, False, 0
1014,0, 80, False, 0
1015,0, 80, False, 0
1016,0, 80, False, 0
1017,0, 80, False, 0
1018,0, 80, False, 0
1019,0, 80, False, 0
1020,0, 80, False, 0
1021,0, 80, False, 0
1022,0, 80, False, 0
1023,0, 80, False, 0
1024,0, 80, False, 0
1025,0, 80, False, 0
1026,0, 80, False, 0
1027,0, 80, False, 0
1028,0, 80, False, 0
1029,0, 80, False, 0
1030,0, 80, False, 0
1031,0, 80, False, 0
1032,0, 80, False, 0
1033,0, 80, False, 0
1034,0, 80, False, 0
1035,0, 80, False, 0
1036,0, 80, False, 0
1037,0, 80, False, 0
1038,0, 80, False, 0
1039,0, 80, False, 0
1040,0, 80, False, 0
1041,0, 80, False, 0
1042,0, 80, False, 0
1043,0, 80, False, 0
1044,0, 80, False, 0
1045,0, 80, False, 0
1046,0, 80, False, 0
1047,0, 80, False, 0
1048,0, 80, False, 0
1049,0, 80, False, 0
1050,0, 80, False, 0
1051,0, 80, False, 0
1052,0, 80, False, 0
1053,0, 80, False, 0
1054,0, 80, False, 0
1055,0, 80, False, 0
1056,0, 80, False, 0
1057,0, 80, False, 0
1058,0, 80, False, 0
1059,0, 80, False, 0
1060,0, 80, False, 0
1061,0, 80, False, 0
1062,0, 80, False, 0
1063,0, 80, False, 0
1064,0, 80, False, 0
1065,0, 80, False, 0
1066,0, 80, False, 0
1067,0, 80, False, 0
1068,0, 80, False, 0
1069,0, 80, False, 0
1070,0, 80, False, 0
1071,0, 80, False, 0
1072,0, 80, False, 0
1073,0, 80, False, 0
1074,0, 80, False, 0
1075,0, 80, False, 0
1076,0, 80, False, 0
1077,0, 80, False, 0
1078,0, 80, False, 0
1079,0, 80, False, 0
1080,0, 80, False, 0
1081,0, 80, False, 0
1082,0, 80, False, 0
1083,0, 80, False, 0
1084,0, 80, False, 0
1085,0, 80, False, 0
1086,0, 80, False, 0
1087,0, 80, False, 0
1088,0, 80, False, 0
1089,0, 80, False, 0
1090,0, 80, False, 0
1091,0, 80, False, 0
1092,0, 80, False, 0
1093,0, 80, False, 0
1094,0, 80, False, 0
1095,0, 80, False, 0
1096,0, 80, False, 0
1097,0, 80, False, 0
1098,0, 80, False, 0
1099,0, 80, False, 0
